Date,High,Low,Open,Close,Volume,Adj Close
2008-12-31,57.91999816894531,56.68000030517578,57.22999954223633,57.540000915527344,4005800.0,40.78812026977539
2009-01-02,59.38999938964844,57.52000045776367,57.54999923706055,59.189998626708984,5313900.0,41.957759857177734
2009-01-05,59.09000015258789,58.11000061035156,58.790000915527344,58.5,3768800.0,41.4686393737793
2009-01-06,59.810001373291016,58.61000061035156,58.7400016784668,59.189998626708984,4966200.0,41.957759857177734
2009-01-07,58.959999084472656,57.58000183105469,58.61000061035156,58.06999969482422,4598100.0,41.163818359375
2009-01-08,58.709999084472656,57.45000076293945,57.68000030517578,58.58000183105469,3944900.0,41.525352478027344
2009-01-09,59.0099983215332,57.56999969482422,58.79999923706055,57.7400016784668,3661000.0,40.92988967895508
2009-01-12,57.900001525878906,56.689998626708984,57.63999938964844,57.08000183105469,4182500.0,40.46205139160156
2009-01-13,57.29999923706055,55.709999084472656,56.849998474121094,56.25,4430100.0,39.87369155883789
2009-01-14,56.0,54.5,55.310001373291016,55.040000915527344,4520800.0,39.0159797668457
2009-01-15,55.7599983215332,54.290000915527344,55.08000183105469,55.16999816894531,4777400.0,39.10811996459961
2009-01-16,56.630001068115234,54.88999938964844,55.59000015258789,56.41999816894531,5621900.0,39.99419403076172
2009-01-20,56.599998474121094,53.849998474121094,56.41999816894531,53.91999816894531,5683600.0,38.2220344543457
2009-01-21,54.79999923706055,52.75,54.61000061035156,54.2400016784668,5892800.0,38.44886016845703
2009-01-22,54.56999969482422,52.83000183105469,53.650001525878906,54.060001373291016,4788900.0,38.32128143310547
2009-01-23,53.66999816894531,52.310001373291016,53.0099983215332,52.900001525878906,5684800.0,37.49900817871094
2009-01-26,54.54999923706055,52.95000076293945,53.540000915527344,53.560001373291016,5185200.0,37.96683883666992
2009-01-27,54.5099983215332,53.22999954223633,53.75,53.9900016784668,4722700.0,38.271663665771484
2009-01-28,55.849998474121094,53.79999923706055,54.45000076293945,55.41999816894531,6105400.0,39.285335540771484
2009-01-29,57.709999084472656,55.029998779296875,55.630001068115234,56.54999923706055,8154300.0,40.08636474609375
2009-01-30,56.810001373291016,53.290000915527344,56.59000015258789,53.790000915527344,7620300.0,38.12989807128906
2009-02-02,53.02000045776367,50.15999984741211,52.790000915527344,50.619998931884766,9052900.0,35.882781982421875
2009-02-03,51.81999969482422,50.29999923706055,51.25,51.63999938964844,7715700.0,36.60581970214844
2009-02-04,52.45000076293945,50.61000061035156,51.90999984741211,50.84000015258789,4722400.0,36.038726806640625
2009-02-05,51.83000183105469,50.0099983215332,50.54999923706055,51.54999923706055,5291000.0,36.54203414916992
2009-02-06,52.91999816894531,51.400001525878906,51.630001068115234,52.38999938964844,5305900.0,37.13746643066406
2009-02-09,54.65999984741211,52.29999923706055,52.459999084472656,54.11000061035156,7146900.0,38.35671615600586
2009-02-10,54.11000061035156,50.779998779296875,53.86000061035156,51.08000183105469,6909600.0,36.208866119384766
2009-02-11,52.189998626708984,50.7599983215332,51.7599983215332,51.290000915527344,5847600.0,36.35771560668945
2009-02-12,50.560001373291016,48.63999938964844,50.45000076293945,49.970001220703125,8495400.0,35.422000885009766
2009-02-13,50.599998474121094,49.25,50.599998474121094,49.41999816894531,4810600.0,35.032142639160156
2009-02-17,48.93000030517578,47.20000076293945,48.93000030517578,47.41999816894531,8653800.0,33.61440658569336
2009-02-18,47.58000183105469,46.61000061035156,47.2599983215332,47.13999938964844,4963800.0,33.77922439575195
2009-02-19,48.040000915527344,46.58000183105469,46.58000183105469,47.06999969482422,5554600.0,33.72905349731445
2009-02-20,47.93000030517578,46.439998626708984,46.84000015258789,47.25,8729300.0,33.858036041259766
2009-02-23,47.59000015258789,45.36000061035156,47.560001373291016,45.40999984741211,6776500.0,32.53955078125
2009-02-24,47.619998931884766,45.349998474121094,45.72999954223633,47.400001525878906,8260400.0,33.965538024902344
2009-02-25,47.45000076293945,46.029998779296875,47.04999923706055,46.61000061035156,8566600.0,33.399417877197266
2009-02-26,47.470001220703125,46.290000915527344,47.209999084472656,46.33000183105469,6426200.0,33.198787689208984
2009-02-27,46.369998931884766,45.16999816894531,45.650001525878906,45.459999084472656,6911300.0,32.57537078857422
2009-03-02,45.18000030517578,42.75,44.619998931884766,42.84000015258789,8116600.0,30.697954177856445
2009-03-03,43.97999954223633,42.70000076293945,43.16999816894531,43.119998931884766,9081400.0,30.898601531982422
2009-03-04,45.43000030517578,43.599998474121094,43.880001068115234,44.81999969482422,9040400.0,32.11677932739258
2009-03-05,44.029998779296875,42.040000915527344,43.529998779296875,42.5099983215332,8217600.0,30.461475372314453
2009-03-06,43.279998779296875,40.869998931884766,42.84000015258789,41.83000183105469,9174100.0,29.974220275878906
2009-03-09,42.45000076293945,41.20000076293945,41.310001373291016,42.06999969482422,7150100.0,30.14620018005371
2009-03-10,45.54999923706055,41.79999923706055,42.099998474121094,45.4900016784668,10699800.0,32.59688186645508
2009-03-11,47.16999816894531,44.869998931884766,44.869998931884766,46.79999923706055,8235400.0,33.53558349609375
2009-03-12,48.02000045776367,46.119998931884766,47.04999923706055,48.0,6201500.0,34.39547348022461
2009-03-13,48.5,47.310001373291016,48.31999969482422,48.0,5058300.0,34.39547348022461
2009-03-16,48.599998474121094,47.349998474121094,48.47999954223633,47.470001220703125,5167300.0,34.01567840576172
2009-03-17,48.779998779296875,47.41999816894531,47.41999816894531,48.7599983215332,4977600.0,34.940067291259766
2009-03-18,49.75,47.689998626708984,48.27000045776367,49.20000076293945,6244100.0,35.2553596496582
2009-03-19,49.189998626708984,47.130001068115234,49.06999969482422,47.470001220703125,6993700.0,34.01567840576172
2009-03-20,47.58000183105469,45.599998474121094,47.36000061035156,45.93000030517578,8475400.0,32.912174224853516
2009-03-23,49.40999984741211,46.56999969482422,46.79999923706055,49.31999969482422,7438500.0,35.341346740722656
2009-03-24,49.459999084472656,48.060001373291016,48.45000076293945,48.29999923706055,4964700.0,34.61044692993164
2009-03-25,50.7599983215332,47.75,48.849998474121094,49.02000045776367,7846700.0,35.126380920410156
2009-03-26,51.130001068115234,49.029998779296875,49.349998474121094,51.029998779296875,7299000.0,36.56668472290039
2009-03-27,51.029998779296875,49.93000030517578,50.29999923706055,50.33000183105469,4684300.0,36.0650749206543
2009-03-30,49.939998626708984,48.08000183105469,49.720001220703125,48.650001525878906,4797300.0,34.86124038696289
2009-03-31,50.54999923706055,48.77000045776367,49.11000061035156,49.720001220703125,7183100.0,35.62797546386719
2009-04-01,50.869998931884766,48.720001220703125,48.95000076293945,50.650001525878906,5773100.0,36.29438400268555
2009-04-02,52.900001525878906,51.40999984741211,51.59000015258789,52.130001068115234,6961000.0,37.354923248291016
2009-04-03,52.4900016784668,51.25,52.22999954223633,52.11000061035156,4931100.0,37.340572357177734
2009-04-06,52.20000076293945,51.220001220703125,52.0,52.08000183105469,3885300.0,37.319087982177734
2009-04-07,51.61000061035156,50.66999816894531,51.5099983215332,50.79999923706055,4060600.0,36.401878356933594
2009-04-08,51.77000045776367,50.599998474121094,50.93000030517578,51.380001068115234,4089300.0,36.817481994628906
2009-04-09,53.70000076293945,52.61000061035156,52.61000061035156,53.130001068115234,5753900.0,38.07148361206055
2009-04-13,53.75,52.04999923706055,52.779998779296875,53.349998474121094,4586200.0,38.22913360595703
2009-04-14,53.560001373291016,52.5,52.93000030517578,52.939998626708984,4634300.0,37.93534851074219
2009-04-15,54.040000915527344,52.349998474121094,52.779998779296875,53.72999954223633,4527800.0,38.501434326171875
2009-04-16,55.0,53.20000076293945,53.849998474121094,54.7599983215332,5735600.0,39.23948669433594
2009-04-17,55.029998779296875,53.63999938964844,55.029998779296875,53.810001373291016,6641000.0,38.55876159667969
2009-04-20,53.5,51.630001068115234,53.38999938964844,51.970001220703125,4697100.0,37.24026870727539
2009-04-21,53.45000076293945,52.0,52.2599983215332,53.290000915527344,5059100.0,38.18613815307617
2009-04-22,54.349998474121094,52.25,52.619998931884766,53.060001373291016,5893700.0,38.02133560180664
2009-04-23,54.33000183105469,52.209999084472656,53.2400016784668,54.209999084472656,6210900.0,38.84537124633789
2009-04-24,57.02000045776367,53.7400016784668,54.2599983215332,57.0,11541000.0,40.84461975097656
2009-04-27,58.130001068115234,56.380001068115234,56.45000076293945,57.349998474121094,7436400.0,41.095420837402344
2009-04-28,57.66999816894531,56.29999923706055,56.79999923706055,56.54999923706055,4552700.0,40.522178649902344
